ArticleTitle,ArticleID,Fund,WinningBid 
LG DVD Player,91199,Enterprise,$10.01 
Fluke Electrical Tester,91200,Enterprise,$28.50 
Bebe Peep Toe Pumps,91201,Enterprise,$20.00 
9 & Company Peep Toe Shoes,91202,Enterprise,$10.00 
Werner 6 ft. Step-Ladder,91205,Enterprise,$34.20 
Apple Laptop,91206,Enterprise,$140.01 
2 Tables,91207,Enterprise,$83.00 
Table w/3 Bar Stools & Bench,91208,Enterprise,$213.00 
Vacuum,91209,General Fund,$80.00 
Vacuum,91210,General Fund,$230.00 
Vacuum,91211,General Fund,$230.00 
Vacuum,91212,General Fund,$230.00 
Leaf Vacuum,91213,General Fund,$136.00 
Wet / Dry Vac,91214,General Fund,$24.12 
Wet / Dry Vac,91215,General Fund,$23.03 
Wet / Dry Vac,91217,General Fund,$7.00 
Door Panels,91218,General Fund,$30.01 
6 Plastic Vehicle Seats,91219,General Fund,$1.00 
K9 Inserts,91220,General Fund,$15.50 
2 Siren Speakers,91221,General Fund,$33.00 
Police Screens,91222,General Fund,$10.11 
3 Vehicle Seats,91223,General Fund,$13.25 
Kiln,91225,General Fund,$91.00 
4 Cabinets,91226,General Fund,$130.55 
Podium,91227,General Fund,$24.00 
Sherwin Williams Brand Paint,91229,General Fund,$11.00 
HP Color Laser Jet Printer,91230,General Fund,$115.00 
Office Electronics,91231,General Fund,$43.50 
"Dell 17"" Flatscreen Monitor",91232,General Fund,$6.00 
Foot Stool,91233,General Fund,$6.20 
Cabinet,91234,General Fund,$9.88 
2 Doors,91235,General Fund,$42.00 
Table,91236,General Fund,$6.01 
8 HP Laser Jet 1320 Printers,91237,General Fund,$55.00 
Proximity CPU Cabinet,91238,General Fund,$1.00 
File Cabinet,91239,General Fund,$24.00 
Credenza,91240,General Fund,$22.99 
Whirlpool Refrigerator,91241,General Fund,$103.00 
Steelcase File Cabinet,91242,General Fund,$11.01 
Steelcase File Cabinet,91243,General Fund,$12.20 
Table,91244,General Fund,$15.00 
Desk,91245,General Fund,$44.00 
Table,91246,General Fund,$24.75 
Office Chair,91247,General Fund,$2.00 
Dell Computer,91248,Enterprise,$145.00 
Student Desk,91249,Enterprise,$1.00 
File Cabinet,91250,Enterprise,$37.00 
Hon File Cabinet,91251,Enterprise,$69.00 
Hon File Cabinet,91252,Enterprise,$78.00 
12 Punches,91253,Enterprise,$13.12 
2 Dell Computers,91254,General Fund,$32.00 
Dell Computer,91255,General Fund,$31.01 
Dell Computer,91256,General Fund,$43.20 
Dell Computer,91257,General Fund,$37.02 
Dell Computer,91258,General Fund,$32.50 
Dell Computer,91259,General Fund,$40.00 
Dell Computer,91260,General Fund,$140.01 
"Dell 19"" Flat Screen Monitor",91261,General Fund,$22.51 
"Dell 19"" Flat Screen Monitor",91262,General Fund,$20.21 
"Dell 19"" Flat Screen Monitor",91263,General Fund,$20.51 
"Dell 19"" Flat Screen Monitor",91264,General Fund,$21.00 
"Dell 19"" Flat Screen Monitor",91265,General Fund,$20.52 
"Dell 19"" Flat Screen Monitor",91266,General Fund,$22.00 
"Dell 19"" Flat Screen Monitor",91267,General Fund,$20.52 
"Dell 19"" Flat Screen Monitor",91268,General Fund,$14.00 
King Size Head & Foot Boards,91271,Enterprise,$80.00 
Pressure Washer,91273,Enterprise,$35.00 
Pressure Washer,91274,Enterprise,$25.01 
Estate Stove,91275,Enterprise,$70.01 
Chest Freezer,91276,Enterprise,$30.00 
NuCool Refrigerator,91277,Enterprise,$32.00 
Emerson Refrigerator,91278,Enterprise,$12.00 
Whirlpool Refrigerator,91279,Enterprise,$140.00 
2 Wheel Chairs,91280,Enterprise,$27.00 
Popcorn Popper & Warmer,91281,Enterprise,$270.01 
Roll Chair,91282,Enterprise,$1.00 
5 Cafeteria Tables,91283,Enterprise,$125.05 
5 Cafeteria Tables,91284,Enterprise,$130.01 
5 Cafeteria Tables,91285,Enterprise,$82.08 
7 Printers,91286,General Fund,$47.00 
"9 Dell 17"" Flat Screen Monitors",91287,General Fund,$18.00 
QBD Food Cooler,91288,Enterprise,$209.00 
"Dell 19"" Flat Screen Monitor",91289,General Fund,$20.52 
"Dell 19"" Flat Screen Monitor",91290,General Fund,$20.52 
"Dell 19"" Flat Screen Monitor",91291,General Fund,$14.00 
"Dell 19"" Flat Screen Monitor",91292,General Fund,$20.52 
"Dell 19"" Flat Screen Monitor",91293,General Fund,$20.52 
"Dell 19"" Flat Screen Monitor",91294,General Fund,$22.51 
Dell Laptop w/Bag,91296,Enterprise,$78.00 
Dell Laptop w/Bag,91297,Enterprise,$78.00 
Dell Laptop w/Bag,91298,Enterprise,$50.50 
Dell Laptop w/Bag,91299,Enterprise,$78.00 
Dell Laptop w/Bag,91300,Enterprise,$78.00 
Table,91304,General Fund,$78.00 
Chair,91305,General Fund,$2.00 
5 Cafeteria Tables,91306,Enterprise,$130.00 
Holding Cabinet,91307,Enterprise,$700.01 
White Board,91308,Enterprise,$80.00 
White Board,91309,Enterprise,$18.00 
1998 CMI Roto-Mill Pavement Profiler,91313,Enterprise,$29100.00 
2008 Chevrolet Impala,91314,Enterprise,$625.00 
2009 Chevrolet Impala,91315,Enterprise,$900.00 
2005 Buick Lacrosse,91316,Enterprise,$1525.00 
2005 BMW X5,91318,Enterprise,$4250.00 
2010 Nissan Titan,91319,Enterprise,$13200.01 
Terminals,91321,General Fund,$11.30 
Keyboards,91323,General Fund,$16.00 
Dell Computer,91324,General Fund,$33.01 
Dell Computer,91325,General Fund,$30.50 
Dell Computer,91326,General Fund,$41.50 
Dell Computer,91327,General Fund,$35.51 
Dell Computer,91328,General Fund,$38.51 
Dell Computer,91329,General Fund,$37.00 
Cot,91330,General Fund,$285.00 
4 Chairs,91331,General Fund,$53.50 
White Board,91332,General Fund,$21.00 
Shelf,91333,Enterprise,$70.01 
Dolly,91334,General Fund,$27.12 
4 Chairs,91335,General Fund,$91.00 
2 Chairs,91336,General Fund,$46.00 
Alternator Drums,91337,Enterprise,$141.00 
Transmission Cores,91338,Enterprise,$37.00 
Auto Parts/Cores,91339,Enterprise,$78.00 
Dell Laptop,91341,General Fund,$160.01 
Dell Laptop,91342,General Fund,$125.00 
Dell Laptop,91343,General Fund,$120.02 
Dell Laptop,91344,General Fund,$120.01 
Dell Laptop,91345,General Fund,$78.00 
Dell Laptop,91346,General Fund,$115.01 
Dell Laptop,91347,General Fund,$103.00 
Dell Laptop,91348,General Fund,$57.00 
Dell Laptop,91349,General Fund,$103.00 
Dell Laptop,91350,General Fund,$88.00 
Dell Computer,91351,General Fund,$170.00 
Dell Computer,91354,General Fund,$33.50 
Dell Computer,91355,General Fund,$35.00 
Dell Computer,91356,General Fund,$33.00 
Sony Vaio,91361,Enterprise,$221.00 
"Samsung 51"" Plasma Flat Screen Smart TV",91362,Enterprise,$306.00 
Food Saver Vacuum Sealer,91365,Enterprise,$32.01 
Food Saver Vacuum Sealer,91367,Enterprise,$38.00 
Food Saver Vacuum Sealer,91368,Enterprise,$31.01 
LG Blu-ray Player,91370,Enterprise,$59.00 
Bissell Compact Vacuum Cleaner,91372,Enterprise,$50.00 
Black & Decker 4-Speed Digital Blender,91373,Enterprise,$42.05 
Paper Towel Holder,91374,Enterprise,$7.01 
End Table,91375,Enterprise,$20.00 
Pacific Hydrostar Water Pump,91377,Enterprise,$52.00 
Jobsite Tool Chest,91379,Enterprise,$83.00 
"4 Forgiato 22"" Rims w/3 Lexani Tires",91380,Enterprise,$1400.00 
Apple MacBook,91381,Enterprise,$71.00 
5 Cafeteria Tables,91384,Enterprise,$55.00 
Siren Amps & Red Lenses (Emergency Provider Only),91385,Enterprise,$2.00 
Beats Pill,91388,Enterprise,$73.00 
Hallway Table,91391,Enterprise,$52.00 
5 Cafeteria Tables,91392,Enterprise,$112.00 
4 Bar Stools,91393,Enterprise,$46.76 
Rolling Cabinet,91396,Enterprise,$21.00 
Rolling Cabinet,91397,Enterprise,$21.00 
Cafeteria Table,91398,Enterprise,$1.00 
Laptop Cart,91399,Enterprise,$15.01 
Laptop Cart,91400,Enterprise,$15.20 
Laptop Cart,91401,Enterprise,$11.75 
Laptop Cart,91402,Enterprise,$11.20 
Smart Cart with Keyboards,91403,Enterprise,$24.00 
Smart Cart with Keyboards,91404,Enterprise,$51.70 
Standard Furniture Queen Size Bedroom Set,91407,Enterprise,$162.00 
Apple MacBook,91411,Enterprise,$52.00 
Green Bull Step-Ladder,91412,Enterprise,$42.01 
Green Bull Step-Ladder,91413,Enterprise,$56.00 
Louisville Step-Ladder,91415,Enterprise,$56.00 
Louisville 7ft. Step-Ladder,91416,Enterprise,$46.00 
Werner 40ft. Extension Ladder,91418,Enterprise,$165.00 
Werner 28ft. Extension Ladder,91419,Enterprise,$165.00 
Extension Ladder,91420,Enterprise,$171.00 
Extension Ladder,91421,Enterprise,$135.00 
Datamation Laptop Cart,91422,Enterprise,$32.00 
2 MTD Lawn Mowers,91423,Enterprise,$27.00 
Ex-Cell Pressure Washer,91425,Enterprise,$12.50 
Edsal Shop Desk,91428,Enterprise,$12.00 
Shop Desk,91429,Enterprise,$23.00 
Honda Pressure Washer,91430,Enterprise,$259.10 
Harrison File Cabinet,91431,Enterprise,$13.00 
Dell Monitor,91433,General Fund,$20.52 
Dell Monitor,91434,General Fund,$23.00 
Dell Monitor,91435,General Fund,$22.51 
Dell Monitor,91438,General Fund,$20.00 
Dell Monitor Stands,91439,General Fund,$1.00 
Server,91440,General Fund,$71.00 
Misc Office Electronics,91441,General Fund,$46.99 
16 Chairs,91443,General Fund,$143.50 
11 Chairs,91444,General Fund,$143.50 
Telephones,91445,General Fund,$211.01 
PC Accessories,91447,General Fund,$27.00 
Printer,91448,General Fund,$19.00 
Assorted Electronics,91449,General Fund,$18.50 
Dell Monitor,91450,General Fund,$16.00 
Dell Monitor,91451,General Fund,$16.00 
Dell Monitor,91452,General Fund,$15.00 
Dell Monitor,91453,General Fund,$15.00 
Dell Monitor,91454,General Fund,$15.00 
Dell Monitor,91455,General Fund,$15.00 
Dell Monitor,91456,General Fund,$15.00 
Dell Monitor,91457,General Fund,$15.00 
Dell Monitor,91458,General Fund,$15.00 
Monitor,91459,General Fund,$16.00 
8 Monitors,91460,General Fund,$4.50 
Printer,91461,General Fund,$32.13 
Monitor Stands,91462,General Fund,$4.50 
Coffee Maker,91463,General Fund,$6.00 
Keyboards,91464,General Fund,$11.00 
Music Racks,91465,General Fund,$90.00 
Keyboards,91467,General Fund,$10.00 
Misc Cords,91468,General Fund,$21.00 
Security Cameras,91469,General Fund,$91.00 
Printer,91470,General Fund,$30.01 
PC Accessories,91472,General Fund,$64.00 
4 Chairs 2 End Tables  and 1 Coffee Table,91473,Enterprise,$213.00 
2 Bernhardt Chairs,91475,Enterprise,$116.00 
2 Bernhardt Chairs,91476,Enterprise,$116.00 
2 Bernhardt Chairs,91477,Enterprise,$88.00 
2 Bernhardt Chairs,91478,Enterprise,$126.00 
2 Bernhardt Chairs,91479,Enterprise,$150.00 
2 Bernhardt Chairs,91480,Enterprise,$93.00 
2 Bernhardt Chairs,91481,Enterprise,$84.00 
2 End Tables and 1 Coffee Table,91483,Enterprise,$79.00 
4 Barstools,91485,Enterprise,$70.00 
4 Barstools,91486,Enterprise,$32.00 
4 Barstools,91487,Enterprise,$71.00 
4 Barstools,91489,Enterprise,$67.00 
4 Barstools,91490,Enterprise,$69.00 
4 Barstools,91491,Enterprise,$32.40 
Cart,91492,General Fund,$25.00 
1995 Saturn SL1,91493,Enterprise,$440.00 
1984 Porsche 944,91494,Enterprise,$520.00 
2006 Chrysler 300,91495,Enterprise,$2848.00 
2006 Chevrolet Impala,91496,Enterprise,$1002.00 
2014 Chevrolet Impala,91497,Enterprise,$2775.00 
2009 Chevrolet Impala,91498,Enterprise,$2325.00 
8ft Utility Trailer,91499,Enterprise,$550.00 
2012 Toro Zero Turn Mower,91500,Enterprise,$1775.00 
Dolly,91503,Enterprise,$30.00 
2 Bernhardt Chairs,91504,Enterprise,$100.01 
2 Bernhardt Chairs,91505,Enterprise,$107.00 
2 Bernhardt Chairs,91506,Enterprise,$107.00 
2 Bernhardt Chairs,91508,Enterprise,$81.00 
2 Bernhardt Chairs,91509,Enterprise,$91.00 
2 Bernhardt Chairs,91510,Enterprise,$82.00 
2 Bernhardt Chairs,91511,Enterprise,$79.00 
Cart,91512,General Fund,$24.00 
Cart,91513,General Fund,$41.15 
Cart,91514,General Fund,$57.15 
Cart,91515,General Fund,$61.22 
Cart,91516,General Fund,$49.25 
Cart,91517,General Fund,$65.01 
Cart,91518,General Fund,$68.02 
Chair,91523,Enterprise,$3.50 
Dell Laptop,91525,General Fund,$75.00 
Dell Laptop,91528,General Fund,$78.00 
Dell Laptop,91530,General Fund,$126.00 
Dell Laptop,91531,General Fund,$126.00 
Dell Laptop,91532,General Fund,$155.00 
Dell Laptop,91533,General Fund,$130.00 
Dell Computer,91535,General Fund,$170.00 
Telephones,91542,General Fund,$146.00 
Box of Mice,91543,General Fund,$33.51 
Power Tool,91546,Enterprise,$16.00 
Power Tools,91547,Enterprise,$7.00 
Power Tools,91548,Enterprise,$11.02 
Assorted Electronics,91552,Enterprise,$78.13 
Projector Mounts,91557,Enterprise,$52.00 
Refrigerator,91560,Enterprise,$2.50 
Wii U Sensor Bar & Controller,91564,Enterprise,$62.00 
Nintendo Wii w/3 Games,91565,Enterprise,$52.00 
Lateral File Cabinet,91571,General Fund,$97.00 
Tellus Desk,91572,General Fund,$144.00 
Table w/4 Chairs,91574,Enterprise,$219.00 
Table w/4 Chairs,91575,Enterprise,$274.00 
Table w/4 Bar Stools,91576,Enterprise,$300.01 
Table w/4 Bar Stools,91577,Enterprise,$300.01 
Dell Laptop w/Bag,91583,General Fund,$125.01 
Cables,91590,General Fund,$34.13 
Cables,91591,General Fund,$25.00 
Cables,91595,General Fund,$20.14 
Cables,91596,General Fund,$11.00 
Cables,91597,General Fund,$11.00 
2001 Chevrolet S10,91598,Enterprise,$3025.00 
2006 Chevrolet 1500,91601,Enterprise,$4825.00 
2007 Chevrolet 2500,91603,Enterprise,$4625.00 
2003 Miles Straight Pull Trailer,91606,Enterprise,$2045.00 
Dell Laptop w/Bag,91607,General Fund,$43.00 
Dell Laptop w/Bag,91611,General Fund,$37.00 
Dell Laptop w/Bag,91613,General Fund,$27.00 
Dell Laptop w/Bag,91614,General Fund,$73.00 
Dell Laptop w/Bag,91615,General Fund,$68.00 
Plastic Magazine Boxes,91623,General Fund,$105.13 
Podium & Chairs,91141,General Fund,$32.10 
2 Tables,91144,General Fund,$32.50 
2 Tables,91145,General Fund,$32.00 
CPU Table,91148,General Fund,$3.00 
Bench,91149,General Fund,$23.00 
Eureka Vacuum Cleaner,91203,Enterprise,$57.00 
Lamp w/Shade,91204,Enterprise,$40.00 
Kiln,91224,General Fund,$111.00 
30 Fujitsu Life Book Laptops,91269,General Fund,$156.51 
Computer Table,91270,Enterprise,$6.01 
3 Proximity Cabinets,91295,General Fund,$1.00 
Chair,91301,General Fund,$2.00 
Sharp Copier,91303,General Fund,$88.00 
2000 Ford E-150,91317,Enterprise,$555.01 
Keyboards,91322,General Fund,$15.00 
Printer,91340,General Fund,$121.00 
Dell Computer,91352,General Fund,$165.00 
Dell Computer,91353,General Fund,$165.00 
Dell Computer,91357,General Fund,$37.00 
Dell Computer,91358,General Fund,$37.00 
Dell Computer,91359,General Fund,$41.00 
Dell Computer,91360,General Fund,$37.00 
"Samsung 19"" LED Flat Screen TV",91363,Enterprise,$64.00 
"Vizio 32"" LED Flat Screen TV",91364,Enterprise,$140.00 
Angel Bill Counter,91369,Enterprise,$95.00 
Panasonic Blu-ray Player,91371,Enterprise,$28.00 
GP Golf Bag w/Clubs,91376,Enterprise,$34.00 
North Star Generator,91378,Enterprise,$422.00 
Milk Cooler,91383,Enterprise,$30.01 
5 Cafeteria Tables,91386,Enterprise,$114.15 
Beats Pill,91387,Enterprise,$78.00 
5 Cafeteria Tables,91389,Enterprise,$115.16 
Troy-Bilt Blower,91390,Enterprise,$155.22 
Brake Lathe,91394,Enterprise,$93.00 
Misc Kitchenware,91395,Enterprise,$16.00 
Sewage Rooter,91405,Enterprise,$311.01 
Sewer Rooter,91406,Enterprise,$400.00 
Standard Furniture Queen Size Bedroom Set,91408,Enterprise,$220.01 
Mirror,91409,Enterprise,$16.01 
Mirror,91410,Enterprise,$18.00 
Green Bull 6ft. Step-Ladder,91414,Enterprise,$59.00 
Werner Step-Ladder,91417,Enterprise,$48.52 
All Point Motor Stand,91424,Enterprise,$10.01 
Hunter Brake Lathe,91426,Enterprise,$165.00 
Hunter Brake Lathe,91427,Enterprise,$1325.00 
Dell Monitor,91436,General Fund,$20.52 
Dell Monitor,91437,General Fund,$20.52 
Telephones,91446,General Fund,$27.00 
Phone Sets,91466,General Fund,$6.56 
Security Cameras & Hardware,91471,General Fund,$222.01 
4 Chairs 2 End Tables and 1 Coffee Table,91474,Enterprise,$284.00 
2 Bernhardt Chairs,91482,Enterprise,$120.00 
4 Bar Stools,91484,Enterprise,$62.00 
4 Barstools,91488,Enterprise,$54.76 
1999 Bluebird School Bus,91501,Enterprise,$1580.00 
1999 Bluebird School Bus,91502,Enterprise,$1425.00 
2 Bernhardt Chairs,91507,Enterprise,$80.00 
Cart,91519,General Fund,$17.82 
Kik-Step Stool,91520,General Fund,$35.00 
Kik-Step Stool,91521,General Fund,$43.01 
Kik-Step Stool,91522,General Fund,$35.00 
Dell Laptop,91524,General Fund,$78.00 
Dell Laptop,91526,General Fund,$55.00 
Dell Laptop,91527,General Fund,$94.05 
Dell Laptop,91529,General Fund,$111.00 
Dell Computer,91534,General Fund,$165.00 
Dell Computer,91536,General Fund,$175.00 
Dell Computer,91537,General Fund,$175.00 
Dell Computer,91538,General Fund,$175.00 
Dell Computer,91539,General Fund,$180.99 
Dell Computer,91540,General Fund,$175.00 
Dell Computer,91541,General Fund,$184.99 
Power Tool,91544,Enterprise,$16.02 
Power Tool,91545,Enterprise,$52.00 
Power Tool,91549,Enterprise,$35.00 
Power Tool,91550,Enterprise,$93.00 
Power Tool,91551,Enterprise,$27.11 
Electronic Equipment,91553,Enterprise,$115.00 
Electronic Equipment,91554,Enterprise,$113.40 
Electronic Equipment,91555,Enterprise,$177.00 
VCR Mounts,91556,Enterprise,$11.50 
Folding Chairs w/Writing Tops,91558,Enterprise,$133.00 
Folding Chairs w/Writing Tops,91559,Enterprise,$123.00 
Piano,91561,Enterprise,$27.00 
Storage Cabinet,91562,Enterprise,$111.26 
Exercise Equipment,91563,Enterprise,$51.00 
Metal Shear,91566,Enterprise,$116.00 
Washing Machine,91567,Enterprise,$103.00 
Rack,91568,General Fund,$50.13 
Magazine Rack,91569,General Fund,$21.00 
Lateral File Cabinet,91570,General Fund,$16.00 
Table w/8 Chairs,91573,Enterprise,$283.00 
Dell Laptop w/Bag,91578,General Fund,$78.00 
Dell Laptop w/Bag,91579,General Fund,$78.00 
Dell Laptop w/Bag,91580,General Fund,$78.00 
Dell Laptop w/Bag,91581,General Fund,$84.99 
Dell Laptop w/Bag,91582,General Fund,$79.98 
Dell Laptop w/Bag,91584,General Fund,$121.01 
Dell Laptop w/Bag,91585,General Fund,$118.01 
Dell Laptop w/Bag,91586,General Fund,$130.00 
Dell Laptop w/Bag,91587,General Fund,$73.00 
Keyboards,91588,General Fund,$37.00 
Keyboards,91589,General Fund,$45.01 
Cables,91592,General Fund,$30.14 
Cables,91593,General Fund,$40.14 
Cables,91594,General Fund,$27.00 
2011 Chevrolet Impala,91599,Enterprise,$681.00 
2007 Chevrolet Impala,91600,Enterprise,$1550.00 
2011 Chevrolet Impala,91602,Enterprise,$1675.00 
2012 Chevrolet Impala,91604,Enterprise,$915.00 
Dell Laptop w/Bag,91608,General Fund,$31.00 
Dell Laptop w/Bag,91609,General Fund,$37.00 
Dell Laptop w/Bag,91610,General Fund,$68.00 
Dell Laptop w/Bag,91612,General Fund,$85.11 
Dell Laptop w/Bag,91616,General Fund,$53.88 
Server,91620,General Fund,$80.00 
Laptop Bags,91621,General Fund,$48.00 
Laptop Bags,91622,General Fund,$46.00 
Chairs,91624,Enterprise,$79.50 
Chairs,91625,Enterprise,$163.50 
Chairs,91626,Enterprise,$313.50 
Grill Wheel Chair & ATM Machine,91627,General Fund,$108.00 
Husqvarna Chain Saw,91628,General Fund,$78.00 
5 Gallon Gas Can,91629,General Fund,$12.00 
2 Lawn Mowers & 1 Weed Eater,91631,General Fund,$38.00 
Ex-Cell 2500 psi Pressure Washer,91632,General Fund,$70.00 
Genesis 21-Speed Bicycle,91633,General Fund,$79.00 
Road Master 18-Speed Bicycle,91634,General Fund,$23.00 
Vertical 21-Speed Bicycle,91635,General Fund,$68.00 
Trek 24-Speed Bicycle,91636,General Fund,$175.77 
Chaos Kids Bicycle,91637,General Fund,$6.00 
Huffy Kids Bicycle,91638,General Fund,$21.00 
Huffy Kids Bicycle,91639,General Fund,$2.00 
Franklin Kids Bicycle,91640,General Fund,$30.00 
100 Student Chairs,91641,Enterprise,$27.00 
100 Student Desks,91642,Enterprise,$1.00 
Craftsman Self-Propelled Lawn Mower,91643,Enterprise,$136.00 
Honda Generator,91644,Enterprise,$1602.89 
Rockford Fosgate 500 watt Amplifier,91645,Enterprise,$106.01 
Rockford Fosgate 500 watt Amplifier,91646,Enterprise,$145.00 
Vortex Blower,91647,Enterprise,$129.99 
Protocol Radio Controlled Helicopter,91648,Enterprise,$115.51 
Junior Dragster,91649,Enterprise,$3627.00 
Nishiki 21-Speed Bicycle,91651,General Fund,$54.88 
Genesis 21-Speed Bicycle,91652,General Fund,$77.00 
Trek 21-Speed Bicycle,91653,General Fund,$52.00 
Schwinn 21-Speed Bicycle,91654,General Fund,$57.00 
Schwinn 21-Speed Bicycle,91655,General Fund,$23.00 
Giant 18-Speed Bicycle,91656,General Fund,$16.00 
Rallye 12-Speed Bicycle,91657,General Fund,$14.00 
Mongoose Kids Bicycle,91659,General Fund,$11.00 
Next Kids Bicycle,91660,General Fund,$25.01 
Dell Computer,91661,General Fund,$32.00 
Dell Computer,91662,General Fund,$32.00 
Dell Computer,91663,General Fund,$30.00 
Dell Computer,91664,General Fund,$32.00 
Dell Computer,91665,General Fund,$27.00 
Dell Computer,91667,General Fund,$39.00 
Dell Computer,91669,General Fund,$45.00 
Trash Cans,91671,General Fund,$88.00 
Dell Monitor,91672,General Fund,$20.52 
Dell Monitor,91673,General Fund,$22.51 
Dell Monitor,91674,General Fund,$16.00 
Dell Monitor,91675,General Fund,$22.51 
Dell Monitor,91676,General Fund,$11.79 
2 Chairs,91677,General Fund,$32.00 
2 Chairs,91678,General Fund,$17.00 
2 Chairs,91679,General Fund,$13.50 
Laptop Bags,91680,General Fund,$46.00 
Laptop Bags,91681,General Fund,$73.00 
Chairs,91682,Enterprise,$145.00 
Tables & Chairs,91683,Enterprise,$18.00 
Tables & Chairs,91684,Enterprise,$19.00 
Tables & Chairs,91685,Enterprise,$32.00 
Tables & Chairs,91686,Enterprise,$13.00 
Tables & Chairs,91687,Enterprise,$16.00 
Tables & Chairs,91688,Enterprise,$24.00 
Gateway Laptop,91712,Enterprise,$27.00 
Tables & Chairs,91689,Enterprise,$23.00 
Tables & Chairs,91690,Enterprise,$19.00 
2012 Kawasaki Ninja ZX-14R,91691,Enterprise,$10201.00 
Kubota Zero Turn Mower,91692,Enterprise,$9101.00 
2006 Chevrolet Impala,91693,Enterprise,$1250.00 
2011 Chevrolet Impala,91695,Enterprise,$204.00 
2012 Ford Fusion,91696,Enterprise,$1600.00 
2008 Chevrolet Impala,91697,Enterprise,$275.00 
2014 Chevrolet Impala,91698,Enterprise,$410.00 
2008 Chevrolet Impala,91699,Enterprise,$1605.00 
Wet/Dry Vac,91700,Enterprise,$6.00 
2004 Ford F-550,91701,Enterprise,$6400.00 
2011 Chevrolet Impala,91703,Enterprise,$308.00 
2009 Chevrolet Impala,91704,Enterprise,$150.00 
Sony 8GB Handycam,91705,Enterprise,$123.00 
Kodak Digital Camera,91706,Enterprise,$10.00 
Bell Motorcycle Helmet,91707,Enterprise,$45.00 
KWA Airsoft Gun,91710,Enterprise,$262.00 
Titan Power Wheel Chair,91711,Enterprise,$263.00 
Apple Power Book G4,91713,Enterprise,$78.00 
Asus Laptop,91714,Enterprise,$150.99 
Pro-Lift Motorcycle Jack Stand,91715,Enterprise,$125.00 
"2 ""SV Racing Parts"" Motorcycle Stands",91716,Enterprise,$111.51 
Kobalt Tool Box,91717,Enterprise,$361.00 
2 Michelin Motorcycle Tires,91718,Enterprise,$175.00 
2 Michelin Motorcycle Tires,91719,Enterprise,$239.00 
2 Michelin Motorcycle Tires,91720,Enterprise,$148.00 
3 Michelin Motorcycle Tires,91721,Enterprise,$205.00 
Mickey Thompson Motorcycle Drag Racing Tire,91722,Enterprise,$27.13 
Chiller,91723,Enterprise,$924.00 
Chiller,91724,Enterprise,$924.00 
Steamer,91725,Enterprise,$410.00 
Steamer,91726,Enterprise,$138.00 
Laptop Cart,91727,Enterprise,$10.23 
Laptop Cart,91728,Enterprise,$10.22 
Laptop Cart,91729,Enterprise,$10.50 
Laptop Cart,91730,Enterprise,$11.00 
Laptop Cart,91731,Enterprise,$13.25 
Laptop Cart,91732,Enterprise,$11.50 
Laptop Cart,91733,Enterprise,$32.00 
Tire,91735,Enterprise,$6.00 
Keyboard,91738,Enterprise,$52.00 
Hobart Mixer,91739,Enterprise,$400.00 
Dryer,91740,Enterprise,$43.00 
2 Televisions,91741,Enterprise,$30.00 
Men's 'Rolex' Diamond Watch,91743,Enterprise,$1734.00 
Large Tent,91745,Enterprise,$542.00 
Seca Height Chart,91746,Enterprise,$2.00 
Chalk Board,91747,Enterprise,$38.00 
4 Bar Stools,91748,Enterprise,$46.00 
4 Bar Stools,91749,Enterprise,$50.00 
4 Bar Stools,91750,Enterprise,$50.00 
4 Bar Stools,91751,Enterprise,$50.00 
4 Bar Stools,91752,Enterprise,$46.00 
4 Bar Stools,91753,Enterprise,$46.00 
4 Bar Stools,91754,Enterprise,$50.00 
4 Bar Stools,91755,Enterprise,$46.00 
2 Bernhardt Chairs,91756,Enterprise,$98.90 
2 Bernhardt Chairs,91757,Enterprise,$115.00 
2 Bernhardt Chairs,91758,Enterprise,$78.00 
2 Bernhardt Chairs,91759,Enterprise,$78.00 
Table w/4 Chairs,91760,Enterprise,$125.00 
Table & 4 Chairs,91761,Enterprise,$103.00 
Kings Inc. Couch,91762,Enterprise,$2.00 
Kings Inc. Couch,91763,Enterprise,$3.00 
Kings Inc. Couch,91764,Enterprise,$3.00 
Kings Inc. Couch,91765,Enterprise,$3.00 
True Cooler,91766,General Fund,$293.00 
Frigidaire Refrigerator,91767,General Fund,$3.00 
Work Station,91768,General Fund,$25.00 
Security Equipment,91769,Enterprise,$145.00 
Desk,91770,Enterprise,$16.00 
Desk,91771,Enterprise,$21.00 
Work Table,91772,Enterprise,$67.00 
Equipment Rack,91773,General Fund,$27.13 
Table,91774,General Fund,$11.13 
Table,91775,General Fund,$8.00 
'Gucci' Sunglasses,91776,Enterprise,$183.99 
Table,91777,General Fund,$10.00 
Table,91780,General Fund,$9.19 
Table,91781,General Fund,$12.50 
Table,91782,General Fund,$13.00 
Piano Bench,91783,General Fund,$11.00 
Book Bin,91784,General Fund,$1.00 
Coat Rack,91785,General Fund,$11.00 
Door,91786,General Fund,$15.00 
Dell Computer,91788,Enterprise,$41.01 
Porter-Cable 6-Gallon Air Compressor,91789,Enterprise,$34.33 
Lasar Radar,91790,General Fund,$68.00 
Shelf,91791,General Fund,$133.00 
Shelf,91792,General Fund,$90.00 
Shelf,91793,General Fund,$100.00 
Elliptical,91794,General Fund,$59.51 
Chair Rack & Chairs,91795,General Fund,$155.00 
Table Rack & Tables,91796,General Fund,$93.13 
